Marital_status;Application_mode;Application_order;Course;Daytime_evening_attendance;Previous_qualification;Previous_qualification_grade;Nacionality;Mothers_qualification;Fathers_qualification;Mothers_occupation;Fathers_occupation;Admission_grade;Displaced;Educational_special_needs;Debtor;Tuition_fees_up_to_date;Gender;Scholarship_holder;Age_at_enrollment;International;Unemployment_rate;Inflation_rate;GDP;Target;CU1;CU2;CU3;CU4;CU5
1;1;1;171;1;1;151.0;1;37;37;9;7;147.5;1;0;0;1;0;0;18;0;7.6;2.6;0.32;1;-21.11640438311602;-0.9515932525558548;2.556893265296547;-0.6802282783439534;0.5261050213429588
1;1;6;9773;1;1;133.1;1;1;1;90;90;129.6;0;0;0;1;0;0;22;0;7.6;2.6;0.32;0;-18.82623156120866;1.8295529606676826;5.332664492597659;-0.20569759106623092;-0.7829594878770001
1;18;1;9853;1;1;132.0;1;37;37;9;5;126.1;0;0;0;1;0;1;18;0;11.1;0.6;2.02;1;2.935538246317887;-1.8746705547718419;0.9167252279180012;0.2620844501444632;1.1541534061406575
2;39;1;9991;0;1;110.0;1;37;37;9;4;160.0;0;0;0;1;0;0;44;0;15.5;2.8;-4.06;1;-0.8429582048297184;-5.076380038713106;1.908530373710362;-0.03668986188174312;0.39939506331503843
5;39;1;9853;1;19;133.1;1;38;1;5;3;105.5;0;0;1;1;0;0;33;0;7.6;2.6;0.32;0;0.6285188811116831;-2.6490856059278682;0.36387569690216576;1.668247993386267;-0.5780051208123705
2;39;1;9853;1;1;110.0;1;37;37;9;9;95.5;0;0;1;0;0;0;32;0;10.8;1.4;1.74;0;-13.631991334934135;7.9132257521848635;-2.040210343828658;-2.737460429330769;-3.022533439556327
2;39;1;9003;1;1;133.1;1;19;19;4;4;107.5;0;0;0;0;0;0;35;0;15.5;2.8;-4.06;0;-18.82623156120866;1.8295529606676826;5.332664492597659;-0.20569759106623092;-0.7829594878770001
1;1;1;9238;1;1;105.0;1;19;19;6;6;106.1;1;0;0;1;0;0;20;0;11.1;0.6;2.02;1;1.464699503057906;-3.760744584358188;1.8123541283023734;-1.2228996369111904;-0.23847954014929332
1;39;1;9254;1;1;160.0;1;3;1;6;6;116.3;1;0;0;1;0;0;24;0;9.4;-0.8;-3.12;1;1.4975087179410307;-2.702406521503226;0.06591249519623228;0.4957232108169735;0.6615144620626496
1;1;1;9500;1;1;144.0;1;38;1;9;10;137.4;0;0;0;1;0;0;19;0;16.2;0.3;-0.92;1;5.389858753167066;-3.225004360827367;1.8593790291115546;-0.9143866280475172;-1.4603463598968878
1;1;1;9254;1;1;100.0;1;19;19;5;5;101.8;1;0;0;1;0;0;21;0;12.4;0.5;1.79;0;1.0948578729236578;-3.036416050456768;0.7247953115011689;-0.3154898020210125;1.7172251613019294
1;1;2;9773;1;1;143.0;1;1;1;4;9;144.1;1;0;0;1;1;1;19;0;12.7;3.7;-1.7;1;2.777606299084064;-4.722732788547094;1.4757761528919418;0.4939544232554595;0.803398872839895
1;42;1;9003;1;1;160.0;1;19;1;9;5;107.8;1;0;0;0;1;0;27;0;15.5;2.8;-4.06;0;-12.77873625823938;9.365809768803635;-2.487976418070826;-1.4103801399526428;0.6715925557148354
1;39;1;9853;1;1;140.0;1;19;1;9;4;128.2;0;0;0;0;0;0;30;0;12.7;3.7;-1.7;0;-18.82623156120866;1.8295529606676826;5.332664492597659;-0.20569759106623092;-0.7829594878770001
1;17;4;171;1;1;133.1;1;38;38;9;9;117.0;1;0;0;1;1;0;21;0;10.8;1.4;1.74;0;-21.11640438311602;-0.9515932525558548;2.556893265296547;-0.6802282783439534;0.5261050213429588
1;1;1;9070;1;1;116.0;1;1;12;5;8;110.4;1;0;0;1;1;0;19;0;8.9;1.4;3.51;1;1.2887111041750383;-2.9413212213518416;1.3425499461858585;-1.0022375618270232;-1.1680214438296683
2;39;1;9991;0;1;120.0;1;37;37;9;10;170.0;0;0;0;1;0;0;34;0;9.4;-0.8;-3.12;0;1.14562998753763;-0.0001493546986371389;-4.221062108907782;-0.3909687270143347;2.6833414973303205
1;43;1;9500;1;1;141.0;1;4;19;4;10;100.0;0;0;0;1;1;0;18;0;13.9;-0.3;0.79;1;3.9425354747040613;-1.5486199546327906;1.337869822188621;-1.5888329538597736;-2.1685572198437835
1;1;1;171;1;1;110.0;1;3;2;3;3;117.0;1;0;0;1;1;0;21;0;9.4;-0.8;-3.12;1;-21.11640438311602;-0.9515932525558548;2.556893265296547;-0.6802282783439534;0.5261050213429588
1;1;2;171;1;1;127.0;1;3;39;1;3;133.5;1;0;0;1;1;0;17;0;15.5;2.8;-4.06;0;-21.11640438311602;-0.9515932525558548;2.556893265296547;-0.6802282783439534;0.5261050213429588
1;1;1;9500;1;1;132.0;1;19;37;4;9;128.0;1;0;0;1;0;1;19;0;7.6;2.6;0.32;1;2.7180916859078867;-3.2315091732899925;1.5994137039628742;0.22547111223068986;-0.17437973629979117
1;1;1;9773;1;1;135.0;1;37;38;9;6;122.1;1;0;0;1;1;0;18;0;12.7;3.7;-1.7;1;2.4354405761204787;-5.190410914902096;1.8470992467988012;0.5494668608335032;0.07245347701034335
1;17;2;9500;1;1;135.0;1;19;19;9;10;133.4;1;0;0;1;0;0;19;0;11.1;0.6;2.02;1;5.406877817121722;-3.8606200328206537;2.2244493072859326;-0.24129495079245994;-0.894016408449829
4;39;1;9254;1;1;140.0;1;38;37;9;9;112.0;0;0;1;1;0;0;45;0;12.7;3.7;-1.7;0;-2.8456719770006833;9.193570205460306;-0.5646268949509957;8.434827980677614;-1.031592641484473
1;39;1;9085;1;1;133.1;1;19;37;9;6;130.0;1;0;0;1;0;0;26;0;15.5;2.8;-4.06;1;9.295128320228502;6.413984866822832;-10.227404337765027;-2.666513437359467;-2.4551357116694974
2;39;2;9991;0;1;100.0;1;37;37;9;9;100.0;1;0;0;1;1;0;51;0;12.7;3.7;-1.7;0;-18.065228714727887;3.0316388646545787;3.008751159126401;0.2714945071535362;2.0856757499970087
2;39;1;9773;1;19;133.1;1;37;37;6;6;162.0;0;0;1;1;1;1;49;0;10.8;1.4;1.74;1;2.96220308991333;-3.5243898479963947;0.8562933648311974;-0.8565137252917789;1.178918072007872
1;42;1;9500;1;1;100.0;1;3;19;2;8;153.0;0;0;0;1;1;0;22;0;15.5;2.8;-4.06;0;3.5755553960585504;-2.5815616663060688;0.8523685674943646;0.13813249272426373;-0.002305532888718052
1;17;1;9147;1;1;137.0;1;1;37;5;9;131.4;1;0;0;1;1;0;22;0;7.6;2.6;0.32;0;-3.3693994635401507;-1.060638745392628;-2.4985013300336454;0.01961027181352593;1.0861096906659857
2;7;1;9130;1;3;120.0;1;3;3;1;1;128.2;0;0;0;1;0;0;33;0;9.4;-0.8;-3.12;0;0.24500715457908026;-0.2719157751450687;-3.5046298207732005;-0.041572494367377574;2.8550067037924083
1;10;1;9670;1;1;148.9;22;37;37;9;9;148.9;0;0;0;1;0;0;20;1;9.4;-0.8;-3.12;1;-1.0230946364102433;-3.703463360769349;0.6983912582235726;0.2788019627686413;0.18223399509117344
1;1;4;9238;1;1;134.0;1;38;19;7;7;128.4;1;0;0;1;0;1;18;0;10.8;1.4;1.74;1;0.7772214771576186;-3.709202515382087;2.108981669048516;0.7440296633202035;-0.2769279139938021
1;1;5;9853;1;1;128.0;1;38;37;9;9;120.3;1;0;1;0;0;0;20;0;10.8;1.4;1.74;0;0.26906913927697096;-0.22711196756562355;-3.440403232012698;-0.19295288497522614;-0.5141486250480873
2;57;1;9991;0;1;133.1;41;38;37;4;6;100.0;0;0;0;1;0;0;37;1;8.9;1.4;3.51;1;8.733121064958487;4.557348825196912;4.353436070901919;0.5928550801084458;-0.9984114736972508
1;1;1;9254;1;1;131.0;2;37;1;9;3;126.1;1;0;0;1;1;0;18;1;7.6;2.6;0.32;1;2.2707930015912683;-5.045355535833069;1.8793644737788064;0.5265774009123625;0.05366572869969836
1;1;3;9254;1;1;118.0;1;1;19;9;9;111.7;1;0;0;1;0;0;19;0;12.4;0.5;1.79;1;1.0330003542045045;-3.949776540607934;2.106161214241261;0.4607708019283405;-0.12761836060456602
1;44;1;9085;1;39;140.0;1;1;19;3;3;140.0;1;0;0;1;0;0;21;0;12.4;0.5;1.79;1;4.720945653613932;0.016522350073471633;-2.469462655505101;-2.14732268840388;-4.936144668389708
1;1;2;9500;1;1;133.0;1;19;1;9;1;122.2;0;0;0;1;0;0;20;0;13.9;-0.3;0.79;1;4.386705941141764;-1.3016794603444821;0.4640921945891296;-0.33823956970322483;-0.3023703482223467
1;1;2;9500;1;1;126.0;1;37;1;7;7;118.7;1;0;0;1;0;0;19;0;13.9;-0.3;0.79;0;-18.265318488287026;2.4901902481868547;6.003468843505069;-0.11610520229162583;-1.169630272135794
1;17;2;9556;1;1;125.0;1;38;19;7;7;121.5;1;0;0;1;0;0;20;0;11.1;0.6;2.02;0;4.224544175100081;1.6461403348144665;-4.287839458822223;1.1751682039549431;0.8404601085963095
1;17;4;9500;1;1;138.0;1;3;1;2;5;134.5;1;0;0;1;0;0;18;0;13.9;-0.3;0.79;1;5.475284282423514;-3.9642907933826983;2.345841671761764;-1.1403009753924298;-0.5439032164971348
1;1;4;9500;1;1;140.0;1;1;19;9;7;127.0;1;0;0;1;0;0;19;0;12.7;3.7;-1.7;1;4.850405977252308;-2.359188537047037;1.835107286036237;0.16344462669138388;-0.4479112559099746
1;1;1;9238;1;1;124.0;1;37;38;9;3;114.2;0;0;0;1;0;0;18;0;15.5;2.8;-4.06;1;3.083571022554922;2.6415356470780584;-4.378174686327384;-0.9235621443460504;0.7803401625142927
1;17;1;9238;1;1;133.0;1;38;38;7;7;125.3;1;0;0;1;0;1;18;0;15.5;2.8;-4.06;1;0.8737538001172198;-3.2147324965794164;1.8493201132944708;-0.7736909945125581;-0.5061165441086657
1;1;2;9773;1;1;127.0;1;1;19;4;5;120.4;1;0;0;1;0;0;18;0;12.7;3.7;-1.7;0;-11.847889907905422;0.4904986228524115;-0.39606983309582106;7.697725514032891;1.9043823861488782
1;1;6;9500;1;1;138.0;1;1;38;3;9;123.0;1;0;0;1;0;0;19;0;12.4;0.5;1.79;0;4.027159267081564;-1.719271548145059;-0.5374343470710435;0.5056081212316594;1.2203075988702083
1;1;2;9556;1;1;142.0;1;1;19;4;5;130.5;1;0;0;1;0;1;18;0;16.2;0.3;-0.92;1;4.676040939140096;-2.486365166368836;2.183722682646585;-1.2569502025354147;0.02004539116815934
1;1;1;9070;1;1;130.0;41;37;19;9;8;125.5;1;0;0;1;0;1;19;1;11.1;0.6;2.02;1;2.5089568481320117;-5.239947647814303;1.7853892476460467;0.8785046420676443;-0.03928057975760121
1;53;1;9003;1;42;130.0;1;1;19;9;7;133.8;0;0;1;1;0;1;24;0;8.9;1.4;3.51;1;13.028473776387871;7.4416577461982785;6.303332104824748;-0.09538117527113583;-1.3491502082386908
1;44;1;9085;1;39;150.0;1;37;37;9;9;150.0;0;0;0;1;0;0;20;0;12.4;0.5;1.79;0;5.062036930861951;1.9808038477090861;-5.044299051048396;-2.303386879933175;-6.427320983607414
1;1;1;9147;1;1;127.0;1;1;19;5;7;130.5;1;0;0;1;0;1;21;0;9.4;-0.8;-3.12;1;-0.24065963465832757;-3.674791864029166;-0.026087291289865044;0.9056542917613469;-0.692655624553736
1;44;1;9085;1;39;140.0;1;38;37;4;10;140.0;0;0;1;0;0;0;20;0;16.2;0.3;-0.92;0;4.530328341011388;1.5146919007278543;-3.6683131813919556;0.2119259263462407;1.4600947449622828
1;17;6;9500;1;1;126.0;1;19;37;3;9;119.4;1;0;0;1;0;1;19;0;16.2;0.3;-0.92;1;5.024003824935922;-2.8909825928177812;1.8947329453175152;-0.7203153282304346;-1.5943785579059166
1;17;5;9556;1;1;139.0;1;19;19;9;8;121.3;1;0;0;1;0;1;19;0;10.8;1.4;1.74;1;4.888723324165113;-2.617491751812831;1.9673597668396279;-0.0500354889497384;-0.3992824285786969
1;1;3;9500;1;1;141.0;1;1;1;9;9;126.3;1;0;0;1;0;0;18;0;12.7;3.7;-1.7;1;4.737504783289423;-2.2597219913997066;1.85723201310824;0.14774899703117403;-0.46079428332298844
1;1;1;9085;1;1;120.0;1;38;38;4;7;111.6;1;0;0;1;0;0;19;0;16.2;0.3;-0.92;1;5.244659854331736;1.630062136453413;-5.125396759283373;0.36481627257934524;-1.7727639405424513
1;17;4;9147;1;1;120.0;1;38;19;9;9;111.3;1;0;0;1;0;0;21;0;8.9;1.4;3.51;1;-0.05264984708951244;-5.7726458582444335;1.7536572842063378;0.07317954573972686;0.489576255206137
1;1;2;9853;1;1;134.0;1;1;38;9;8;122.5;1;0;0;1;0;1;19;0;15.5;2.8;-4.06;1;3.5331995765539603;-5.413800255394892;1.4065449409198392;0.06763524077796754;1.0898236251099125
1;1;5;9254;1;1;128.0;1;19;1;7;10;116.5;1;0;0;1;0;1;18;0;8.9;1.4;3.51;1;2.0673775638124043;-4.068730485886197;1.5271073217911377;0.9873073659530068;0.4992700618161052
1;17;5;9070;1;1;133.0;1;4;1;4;4;132.0;1;1;0;1;0;1;17;0;15.5;2.8;-4.06;1;1.441683452109839;-4.304751336073065;2.010305684903664;0.6238588021557133;-0.1210249668023748
1;18;4;9853;1;1;123.0;1;19;38;4;10;123.7;1;0;0;1;0;0;19;0;15.5;2.8;-4.06;0;1.2509639477781749;-1.8126991633373721;-0.415293535148415;0.8766124626119227;-0.3401441041010595
1;17;6;9147;1;1;118.0;1;37;1;9;7;117.0;1;0;0;0;1;0;23;0;9.4;-0.8;-3.12;0;-0.26050400027699705;-1.0254376137483299;-2.771107364496188;-2.0042164405299028;1.1015435620201968
1;1;1;9670;1;1;113.0;1;1;37;1;10;116.5;1;0;0;1;0;0;19;0;8.9;1.4;3.51;1;2.671408592278135;-2.0562848035423937;-0.2577836340477336;-0.3115049170794759;-2.179209964605742
1;1;1;9500;1;1;135.0;1;19;3;9;4;121.5;1;0;0;1;0;0;18;0;7.6;2.6;0.32;1;2.668697413549121;-3.1879925595692824;1.609093272056876;0.2186042742543477;-0.18001606079298516
1;1;1;9670;1;1;133.1;1;38;38;5;9;105.0;1;0;0;1;0;0;20;0;15.5;2.8;-4.06;1;3.6264906922139355;-2.875106532381834;-0.5823947785019548;0.0014606926466276514;0.897949387101674
1;1;3;9085;1;1;130.0;1;1;19;9;9;121.3;1;0;0;1;0;1;19;0;10.8;1.4;1.74;1;1.5432342376579293;-6.356697705670509;0.9726638162245641;1.2971941399616236;0.9471559273247285
1;1;1;9238;1;1;135.0;1;19;38;3;9;136.1;1;0;0;1;0;1;18;0;12.4;0.5;1.79;1;2.5148285249673927;-5.255274952229174;1.8157741714212148;0.666775941218597;0.0414713741912436
1;17;2;9238;1;1;133.0;1;37;37;9;4;123.6;0;0;0;1;0;1;19;0;13.9;-0.3;0.79;1;3.6012463898513154;-5.469398001675245;1.3796948763104793;0.16818588110804772;1.0632675369792557
1;1;4;9238;1;1;123.0;1;38;1;4;10;129.0;1;0;0;1;0;0;19;0;10.8;1.4;1.74;1;1.393908327908637;-2.739636834174749;1.4584304041627199;0.09223830608092698;1.3774488883820901
1;17;1;9500;1;1;145.0;1;19;37;4;8;136.8;1;0;0;1;0;0;18;0;9.4;-0.8;-3.12;1;7.05712108394597;-2.2814685228659637;1.463167210534314;0.05468084352149386;-0.4086422493135122
1;17;2;9500;1;1;146.0;1;3;3;3;6;133.4;1;0;0;1;0;0;18;0;13.9;-0.3;0.79;1;4.329765395349014;-1.7279203290833942;1.2846762597131638;-0.6880226650578526;-0.973327461713069
1;1;5;9500;1;1;144.0;1;38;38;7;7;136.0;1;0;0;1;0;1;19;0;7.6;2.6;0.32;1;3.8870894650652743;-4.26140236468008;1.3703305924048381;0.38798627767078087;-0.04098672329420783
1;1;1;9500;1;1;144.0;1;38;37;9;9;125.8;0;0;0;1;0;1;19;0;12.7;3.7;-1.7;1;6.57819943392421;1.7714000742533875;-1.4854449715039484;-0.7285257631346126;-0.48033440900538177
1;1;1;9500;1;1;131.0;1;4;4;2;1;120.5;0;0;0;1;0;0;19;0;7.6;2.6;0.32;1;3.8870894650652743;-4.26140236468008;1.3703305924048381;0.38798627767078087;-0.04098672329420783
1;1;2;9500;1;1;141.0;1;37;37;9;8;130.2;1;0;0;1;0;0;21;0;15.5;2.8;-4.06;1;6.562236321930575;-1.7532112313152457;0.6294832362974316;0.5279132920789086;1.6207697506871102
1;1;3;9773;1;1;138.0;1;3;1;2;3;135.9;1;0;0;1;0;0;18;0;13.9;-0.3;0.79;1;3.770961204973501;-5.587004049593108;1.2473248564685162;0.85977832368636;0.8309473940664795
1;1;1;9773;1;1;127.0;1;19;37;9;9;116.5;0;0;0;1;0;1;19;0;11.1;0.6;2.02;1;2.731437320643422;-4.642890988794158;1.3631864793277224;1.3073523465416275;0.48924308642139935
1;1;4;9773;1;1;124.0;1;19;37;99;90;124.0;0;0;0;0;0;0;18;0;12.7;3.7;-1.7;0;-16.90216889648801;4.187627196224605;0.8987949791784071;-1.1224320245396844;-0.2695220715551359
1;7;1;8014;0;3;140.0;1;1;1;4;4;140.0;0;0;0;1;0;0;30;0;10.8;1.4;1.74;0;-18.82623156120866;1.8295529606676826;5.332664492597659;-0.20569759106623092;-0.7829594878770001
1;17;1;9130;1;1;157.0;1;3;2;3;6;150.9;1;0;0;1;0;0;18;0;13.9;-0.3;0.79;0;4.805887336248816;-4.682853920799915;-0.5105967792720778;0.27761122553216244;0.33719566691699615
1;1;3;9500;1;1;129.0;1;19;19;4;8;127.3;1;0;0;1;0;1;20;0;7.6;2.6;0.32;1;2.3887965368494646;-2.9413984151519372;1.6639441579228846;0.17969219238841028;-0.21195523292108254
1;39;1;9670;1;19;133.1;1;1;1;4;7;100.0;0;0;1;0;0;0;25;0;9.4;-0.8;-3.12;0;-1.0264432698598573;-4.939099114425965;2.020172463146772;-0.572306095824827;0.5706544548194925
1;1;5;9500;1;1;142.0;1;38;37;5;7;128.8;1;0;0;1;0;0;18;0;7.6;2.6;0.32;1;3.96941325232988;-4.333930054214593;1.3541979789148355;0.3994310076313507;-0.03159284913888507
5;1;3;9085;1;1;133.0;1;19;19;4;7;119.7;1;0;0;1;0;0;21;0;9.4;-0.8;-3.12;0;2.5838054855465544;1.02318244718421;-4.5839841087849855;0.5975036328287646;2.1404409134629874
1;1;1;9500;1;1;156.0;1;5;4;2;1;140.8;0;0;0;1;0;0;18;0;12.7;3.7;-1.7;1;7.0802045580193225;-4.323652813581857;1.3981439263641675;0.4734333124805319;-0.19347146450294636
1;1;1;9500;1;1;151.0;1;37;37;9;9;138.0;1;0;0;1;0;0;18;0;7.6;2.6;0.32;1;4.924369184599296;-5.175251252814948;1.1670596624308063;0.5321898751739602;0.07737609106285892
1;17;1;9853;1;1;135.0;1;3;3;2;2;132.9;1;0;0;0;0;0;29;0;12.7;3.7;-1.7;0;5.998959999926303;-4.9272582771757305;-1.1653497941410864;1.1268091186776388;0.8689338991822413
1;43;1;9130;1;1;140.0;1;3;3;2;2;140.0;0;0;0;1;0;0;20;0;15.5;2.8;-4.06;1;24.797791325442923;22.05585707583674;-1.2723493003980206;-1.2145496696549045;1.9636385256980253
1;7;1;9500;1;3;140.0;1;3;1;4;4;140.0;0;0;0;1;0;0;26;0;13.9;-0.3;0.79;0;-18.265318488287026;2.4901902481868547;6.003468843505069;-0.11610520229162583;-1.169630272135794
1;1;2;9238;1;1;100.0;1;38;1;7;7;99.3;1;0;0;1;0;0;21;0;12.4;0.5;1.79;1;1.2606945889140162;-2.907381223595261;0.9557287744831637;0.6780753515754677;1.2747450014767405
1;18;1;9500;1;1;126.0;1;37;19;5;5;119.3;0;0;0;1;0;1;19;0;9.4;-0.8;-3.12;1;6.468094386067722;-1.7625329042465214;1.578596060055282;-0.027206199346383065;-0.47585541889484645
1;17;2;9254;1;1;123.0;1;19;19;5;5;113.2;1;0;1;1;0;0;19;0;16.2;0.3;-0.92;0;2.3384281587794757;-0.9301362481189195;-0.761743349566373;0.5786014152706183;1.1191114248784522
1;17;1;9773;1;1;133.1;1;38;38;9;5;117.0;0;0;0;1;0;0;21;0;15.5;2.8;-4.06;0;1.2644447421856972;-1.8763628779463142;-0.25710390119705734;-0.20549285771033693;0.06981208620698642
1;18;1;8014;0;1;137.0;1;1;1;4;3;123.0;0;0;1;1;0;0;20;0;16.2;0.3;-0.92;1;4.295498613728465;3.2136248817610804;-6.149153847464187;-2.626801172118822;-0.7317137873852415
1;1;6;9500;1;1;138.0;1;37;37;9;8;127.2;1;0;0;1;0;1;18;0;15.5;2.8;-4.06;1;5.288604659955219;-3.0009975454295814;1.985918056179823;-0.647677855792084;-0.10752914880656635
1;1;2;9773;1;1;128.0;1;34;19;3;0;141.0;1;0;0;0;0;0;20;0;7.6;2.6;0.32;0;2.8798003859643306;1.9798840990523086;-5.537702039497278;-1.3594314644118317;-3.3083771028478033
1;1;1;9238;1;1;136.0;1;19;38;9;9;121.7;0;1;0;1;0;1;20;0;16.2;0.3;-0.92;1;3.236841959598102;-3.0075558622650007;0.5303019018115648;-1.1377542422702551;1.9836700333252455
1;43;1;9500;1;1;127.0;1;19;19;4;7;121.1;0;0;0;1;0;1;18;0;16.2;0.3;-0.92;0;2.403374499743388;-1.0737049290609222;-1.7276126580466167;0.46205167405958353;2.8194939276231428
1;16;1;9070;1;1;145.0;1;1;1;3;3;146.1;1;0;0;1;0;0;18;0;9.4;-0.8;-3.12;0;0.5772362494635648;-4.876939325929261;-1.4261041478332595;1.3619736835097636;-0.46765373971249724
1;1;1;9773;1;1;140.0;1;37;37;9;9;142.5;1;0;0;1;0;0;18;0;9.4;-0.8;-3.12;1;2.6689255276830806;-3.7156912639592345;0.141718707045356;-0.43961623108568565;-1.8715772288863155
1;17;1;9085;1;1;138.0;1;2;19;2;9;126.8;1;0;0;1;0;0;18;0;10.8;1.4;1.74;0;1.881655619125597;1.092983844674991;-6.086031457638757;-1.3549541639604694;0.7790195936379541
1;44;1;9085;1;39;150.0;1;3;3;2;2;150.0;1;0;0;1;0;0;22;0;13.9;-0.3;0.79;1;3.786641521759753;-2.706102442568518;0.48923198204445156;0.6839779015018361;-1.351591906444204
1;44;3;9085;1;39;150.0;1;1;19;4;1;150.0;1;0;0;1;0;0;19;0;12.7;3.7;-1.7;0;2.079874107053171;-3.577154936106126;-4.011647578533304;-1.3284585492343903;2.9871534059107865
1;17;1;9003;1;1;131.0;1;19;1;9;2;134.5;1;0;0;1;0;1;19;0;12.4;0.5;1.79;1;4.339627477328075;-4.805668487280258;0.27146491160194197;0.45745690954523044;-0.5569939901274731
1;1;2;9556;1;1;136.0;1;19;19;9;9;129.5;1;0;0;1;0;0;18;0;12.7;3.7;-1.7;1;7.813732615322217;-4.465198344349284;1.2137596779932334;-0.5813502439222004;0.9409482900092947
1;1;1;9238;1;1;117.0;1;38;38;175;183;113.2;1;0;1;1;0;0;20;0;11.1;0.6;2.02;1;1.009551059517211;-1.7830591783949192;1.173621912132695;-0.6877014797464686;0.7902191337383712
1;17;1;9853;1;1;158.0;1;38;37;5;5;140.2;1;0;0;1;0;0;18;0;10.8;1.4;1.74;0;0.9605049835526419;-0.4222992149347797;-1.3562590333691302;-0.4917110013278033;0.05874930527839698
1;17;2;9670;1;1;129.0;1;1;19;5;5;119.2;1;0;0;1;0;0;21;0;8.9;1.4;3.51;0;-18.82623156120866;1.8295529606676826;5.332664492597659;-0.20569759106623092;-0.7829594878770001
1;1;1;9238;1;1;140.0;1;1;19;4;4;140.7;0;0;0;1;0;0;19;0;12.4;0.5;1.79;1;1.517533909915286;-2.964907836120931;1.2702233533446654;0.2147250774686213;-0.11828343455952296
1;1;5;9500;1;1;141.0;1;38;38;9;9;142.3;1;0;0;1;0;0;18;0;9.4;-0.8;-3.12;0;4.8520722459927565;-1.822751806425147;2.6963976405651167;0.062231135781184714;-0.6454414257978098
1;1;4;9773;1;1;132.0;11;12;12;90;4;129.9;1;0;0;1;0;0;18;1;7.6;2.6;0.32;1;2.6296736819970445;-4.371888087747609;0.7356950087493155;-1.242818172266975;-0.7583830925738461
1;17;1;171;1;1;133.0;1;1;1;6;7;134.8;1;0;0;1;0;0;18;0;12.4;0.5;1.79;0;-21.11640438311602;-0.9515932525558548;2.556893265296547;-0.6802282783439534;0.5261050213429588
1;17;1;9085;1;1;109.0;1;19;19;4;9;104.1;1;0;1;0;0;1;21;0;15.5;2.8;-4.06;0;-3.9447090462979175;7.289898059241355;-6.608077201168726;8.915350007966284;1.8898350515929208
1;1;1;9147;1;1;135.0;1;1;38;5;5;122.4;0;0;1;1;0;0;19;0;13.9;-0.3;0.79;1;1.1082846597247011;-1.2457656956142888;-1.7281437367271484;-0.8082047297269647;1.9246915121739
1;1;1;9147;1;1;122.0;1;37;37;9;7;120.6;1;0;0;1;0;1;19;0;9.4;-0.8;-3.12;1;0.23083135060946347;-4.065819884650261;0.2987573739433739;0.08281185555712499;-1.9181612297280468
1;17;3;9238;1;1;118.0;1;1;19;4;10;112.4;1;0;0;1;0;0;19;0;16.2;0.3;-0.92;0;-6.17860005017695;4.848939043427499;-2.2999284243641784;7.474786839462188;-1.4612009484960689
1;1;1;171;1;1;174.0;1;5;3;3;3;157.9;0;0;0;1;0;0;18;0;13.9;-0.3;0.79;1;-21.11640438311602;-0.9515932525558548;2.556893265296547;-0.6802282783439534;0.5261050213429588
1;43;1;9254;1;1;142.0;1;38;38;9;9;125.9;0;0;0;1;0;1;19;0;10.8;1.4;1.74;0;-9.723058797332051;0.6983350498317044;0.4220123025911664;-9.811323098634334;-4.732066145528248
1;17;2;9500;1;1;131.0;1;38;1;5;7;118.4;1;0;0;1;0;1;20;0;16.2;0.3;-0.92;0;5.612641130076964;-2.158940097465188;0.6498413925634234;-0.2929173354528283;-0.21108051968726038
1;1;3;9500;1;1;139.0;1;18;18;1;1;130.8;1;0;0;0;0;0;18;0;9.4;-0.8;-3.12;0;4.240902341043906;-0.8761744437004795;0.29181485783924044;-0.13394224779654848;-0.33455716960499765
1;1;1;171;1;1;170.0;1;19;19;8;8;176.7;1;0;0;1;0;1;19;0;11.1;0.6;2.02;0;-21.11640438311602;-0.9515932525558548;2.556893265296547;-0.6802282783439534;0.5261050213429588
1;1;1;9070;1;1;182.0;1;19;1;5;7;156.8;1;0;0;1;0;0;18;0;10.8;1.4;1.74;1;2.3377145804081474;-3.8593336741483752;1.1178349699859027;-0.7273589461013873;-1.0969420248841262
1;1;1;9085;1;1;125.0;1;19;37;3;7;126.8;0;0;0;1;0;0;18;0;11.1;0.6;2.02;0;6.21033244132039;2.809468705052541;-6.120866961678696;-2.3145954348779347;-1.6280575300171702
1;1;1;9238;1;1;142.0;1;1;37;5;7;128.0;0;0;0;1;0;1;19;0;16.2;0.3;-0.92;1;2.172385607930056;-2.1297276562263177;0.399782760083952;-5.1967042452399485e-05;-0.09237376754805572
1;1;2;9147;1;1;119.0;1;19;37;4;5;113.8;1;0;0;1;0;0;20;0;7.6;2.6;0.32;1;0.22403126648458496;-2.4201395114639115;-1.3675937639946774;-1.059094193944484;0.7505472003055935
1;17;5;9500;1;1;128.0;1;1;1;4;5;120.8;1;0;0;1;0;1;19;0;16.2;0.3;-0.92;1;6.45248384043304;-0.6662556881352014;-0.357047365689561;-1.000574040756893;-2.3961367977543944
1;1;3;9500;1;1;150.0;1;19;38;1;1;130.8;1;0;0;1;0;0;18;0;12.7;3.7;-1.7;1;5.019757768196641;-2.5083883555180386;1.8019201954282311;0.18698807118169955;-0.42858671479045307
1;39;1;9254;1;1;133.1;1;19;1;4;1;101.0;0;0;1;1;0;0;25;0;15.5;2.8;-4.06;0;-14.795051153174008;6.757237420614835;0.06974583611933655;-1.3435338976375486;-0.6673356180041821
